"GeneID","GeneSymbol","log2FC","pvalue","padj"
"GENE_1000","Gene1000",0.272068904674299,0.0448565205639882,0.399316206801082
"GENE_2887","Gene2887",-0.234967453557211,0.045019196894972,0.399578670665432
"GENE_1025","Gene1025",-0.310447482417738,0.0452293750654829,0.400259956331707
"GENE_1045","Gene1045",-0.414506820003405,0.0455876626461923,0.402244082172285
"GENE_0604","Gene604",0.342853590270773,0.0458008909721564,0.402940389784367
"GENE_1690","Gene1690",0.244159163009135,0.0468213409644752,0.410713517232239
"GENE_2190","Gene2190",0.461409848913053,0.047001059151153,0.411087980913874
"GENE_1387","Gene1387",-0.39750615515142,0.0475081815705833,0.414315536952762
"GENE_1227","Gene1227",0.29352897721718,0.0481683632295514,0.417644767886284
"GENE_2951","Gene2951",0.383860955226346,0.0480361632779178,0.417644767886284
"GENE_2428","Gene2428",0.401199974851,0.048469698197602,0.419046382111833
"GENE_2618","Gene2618",0.379728330931377,0.0489260385002314,0.420718340370841
"GENE_2813","Gene2813",-0.314107255783334,0.0489435669298079,0.420718340370841
"GENE_0518","Gene518",0.452359178341452,0.050236446328415,0.429582190046309
"GENE_1224","Gene1224",0.386151971543571,0.0502746109887382,0.429582190046309
"GENE_2215","Gene2215",0.325097014683796,0.050404310298767,0.429582190046309
"GENE_0213","Gene213",0.456787016855625,0.0509588093059204,0.431854316151868
"GENE_0365","Gene365",0.296204642546689,0.0509107271242898,0.431854316151868
"GENE_1561","Gene1561",-0.357063138198212,0.0519996551132374,0.439433705182288
"GENE_0705","Gene705",0.258515026819819,0.0525780948293638,0.44183272965852
"GENE_2939","Gene2939",-0.258550186032001,0.0525176296008477,0.44183272965852
"GENE_1885","Gene1885",0.225420058279106,0.0535096749607735,0.448405097436649
"GENE_0359","Gene359",-0.377310561361467,0.0539534771536301,0.448927400185439
"GENE_0606","Gene606",-0.304675726284655,0.0540209304889812,0.448927400185439
"GENE_1132","Gene1132",-0.271846765060232,0.0539145449952412,0.448927400185439
"GENE_0381","Gene381",0.318104873817456,0.054595366481837,0.451201375882951
"GENE_1050","Gene1050",-0.321243551995526,0.0545266134395549,0.451201375882951
"GENE_2628","Gene2628",0.422109062208827,0.055009255634676,0.453372986000077
"GENE_0368","Gene368",-0.362731921242729,0.0555616669556455,0.456671235251881
"GENE_0515","Gene515",0.309892122772887,0.0559695824087515,0.458767068924192
"GENE_0597","Gene597",0.31767871220936,0.0562651458959904,0.458792281072476
"GENE_1842","Gene1842",-0.249471233889738,0.0563594533068152,0.458792281072476
"GENE_1864","Gene1864",-0.285677308301611,0.0564314505719146,0.458792281072476
"GENE_0558","Gene558",0.29478948339476,0.0571060845604842,0.461903337385985
"GENE_0842","Gene842",-0.441020191973394,0.0571220460567335,0.461903337385985
"GENE_1266","Gene1266",0.22755014176873,0.057714811518963,0.465442028378734
"GENE_1204","Gene1204",-0.366353010447128,0.057915236166686,0.465806189008199
"GENE_2963","Gene2963",-0.256703045561903,0.0591608513233227,0.47455228334216
"GENE_2512","Gene2512",0.279639093288946,0.0595927827084701,0.476742261667761
"GENE_0655","Gene655",-0.312787839644262,0.061007268506401,0.485860622518837
"GENE_1589","Gene1589",0.340148721705638,0.0610564848965338,0.485860622518837
"GENE_0407","Gene407",0.26866344603917,0.0622489796623289,0.492735986773052
"GENE_1652","Gene1652",0.326658363963404,0.0622420381869015,0.492735986773052
"GENE_2123","Gene2123",0.284543485376649,0.0625989112899445,0.494201931236404
"GENE_2229","Gene2229",-0.230696840876645,0.0631578591332742,0.497305977427356
"GENE_1401","Gene1401",0.229456689908477,0.0637707511827539,0.500817417665606
"GENE_1608","Gene1608",0.305657809648318,0.0640711866956845,0.501737709732666
"GENE_2324","Gene2324",0.39334538408586,0.0642224268457813,0.501737709732666
"GENE_2806","Gene2806",-0.37888499056686,0.0648363940628464,0.505218655035167
"GENE_0318","Gene318",-0.379706412380305,0.0663688454624147,0.506299828551003
"GENE_0628","Gene628",0.454896767279365,0.0653272337736994,0.506299828551003
"GENE_0665","Gene665",-0.285469550982251,0.0657459991594664,0.506299828551003
"GENE_0722","Gene722",0.296733707943062,0.066189052150345,0.506299828551003
"GENE_1368","Gene1368",-0.284486857697318,0.0662665250822573,0.506299828551003
"GENE_1620","Gene1620",-0.292298325875459,0.0664940441496984,0.506299828551003
"GENE_1827","Gene1827",-0.341367428192357,0.0662748383119548,0.506299828551003
"GENE_2410","Gene2410",0.364510246115117,0.0657814071391449,0.506299828551003
"GENE_2530","Gene2530",-0.249568037498204,0.0663620865383794,0.506299828551003
"GENE_2485","Gene2485",0.349989849018202,0.0668875249144457,0.508006518337562
"GENE_1095","Gene1095",0.235514319948784,0.0676994731298207,0.512874796438036
"GENE_2646","Gene2646",-0.358413559641294,0.0678832008071569,0.512971290734183
"GENE_0792","Gene792",0.360929946445443,0.0683432317690933,0.515149988209246
"GENE_1543","Gene1543",-0.29377818708535,0.0689520762087472,0.518436663223663
"GENE_1493","Gene1493",-0.340257418098922,0.0701356524524757,0.5252556347504
"GENE_2359","Gene2359",-0.273883070283065,0.0702091698449701,0.5252556347504
"GENE_2867","Gene2867",-0.275395296940687,0.0704922863153844,0.52606183817451
"GENE_2216","Gene2216",0.292857187605778,0.0713996035958861,0.531510696743569
"GENE_0338","Gene338",0.368002352930242,0.072234378732408,0.534873449032347
"GENE_0658","Gene658",-0.391009489282216,0.0722140782913491,0.534873449032347
"GENE_2369","Gene2369",-0.378535724640974,0.0723862067690443,0.534873449032347
"GENE_0799","Gene799",-0.452474774364474,0.0730148055139846,0.53819266963625
"GENE_0320","Gene320",0.295314650384613,0.073975372725827,0.53921707828738
"GENE_0475","Gene475",-0.305751014547194,0.0734223694028125,0.53921707828738
"GENE_0482","Gene482",-0.389523467621681,0.0740524787514669,0.53921707828738
"GENE_1334","Gene1334",0.335603263498683,0.073940404243938,0.53921707828738
"GENE_2187","Gene2187",0.310940351357909,0.0736896627138104,0.53921707828738
"GENE_0317","Gene317",0.309663158760824,0.0749585938898294,0.540566782859347
"GENE_0980","Gene980",-0.320420619400199,0.0746233721099882,0.540566782859347
"GENE_1396","Gene1396",-0.340481737409501,0.0748025167552437,0.540566782859347
"GENE_2300","Gene2300",0.324778330464881,0.074920063876103,0.540566782859347
"GENE_0626","Gene626",-0.39122833835258,0.0757323519726156,0.540945371232969
"GENE_0795","Gene795",-0.276547124841777,0.075720804311543,0.540945371232969
"GENE_1655","Gene1655",0.265337706376004,0.0754625825708378,0.540945371232969
"GENE_2292","Gene2292",0.257182783517269,0.0756546543052336,0.540945371232969
"GENE_0269","Gene269",0.399209566553907,0.0764866235442606,0.541178940171655
"GENE_1845","Gene1845",0.310224306195307,0.0760216363383673,0.541178940171655
"GENE_2661","Gene2661",0.305669219469674,0.0763488250245093,0.541178940171655
"GENE_2907","Gene2907",0.333250792995961,0.0761845516021054,0.541178940171655
"GENE_0634","Gene634",0.310336667600292,0.0770848313088431,0.544128221003599
"GENE_2674","Gene2674",0.345068015580904,0.0773838806970335,0.544956906317137
"GENE_2247","Gene2247",-0.301744302283364,0.0777210682276833,0.546049659679274
"GENE_2418","Gene2418",0.294633676512078,0.0783326520260337,0.549060645042292
"GENE_2785","Gene2785",-0.255792802190625,0.0787678498185706,0.550824124605389
"GENE_0789","Gene789",-0.301976348004667,0.0791528742106114,0.550948080352283
"GENE_1057","Gene1057",-0.30159331121688,0.0790783770926268,0.550948080352283
"GENE_2830","Gene2830",-0.301716828737042,0.0793634660888244,0.551135181172392
"GENE_2364","Gene2364",-0.314375702488167,0.0796950011858392,0.552159361564706
"GENE_0261","Gene261",-0.260223691799363,0.081879576545681,0.552886207933677
"GENE_0505","Gene505",0.378358775404286,0.0806941997648927,0.552886207933677
"GENE_1164","Gene1164",-0.393259597600294,0.0813126608563145,0.552886207933677
"GENE_1698","Gene1698",0.346849543584739,0.0820114541768287,0.552886207933677
"GENE_1739","Gene1739",-0.311383968666586,0.0816832598044204,0.552886207933677
"GENE_1764","Gene1764",0.26926803270826,0.0818440832582888,0.552886207933677
"GENE_2235","Gene2235",0.239010791493253,0.0801699878870629,0.552886207933677
"GENE_2386","Gene2386",-0.234712875982201,0.0812681199845931,0.552886207933677
"GENE_2471","Gene2471",0.271670899153328,0.0813358014347424,0.552886207933677
"GENE_2607","Gene2607",-0.326562383413781,0.0800386746910114,0.552886207933677
"GENE_2800","Gene2800",-0.277762927854225,0.0808016006644521,0.552886207933677
"GENE_2972","Gene2972",0.254812016846022,0.0805819238090981,0.552886207933677
"GENE_1442","Gene1442",0.358998954137045,0.0822701832842719,0.553386883078062
"GENE_1359","Gene1359",-0.343187801753798,0.0824582303714647,0.553410942090367
"GENE_0671","Gene671",0.262350258484975,0.0829145293926311,0.555231223611369
"GENE_2893","Gene2893",-0.361206397005393,0.0835500024854386,0.558240551127652
"GENE_1760","Gene1760",-0.284250016978989,0.0839786391310058,0.559857594206705
"GENE_2777","Gene2777",-0.290049449192692,0.0841973141530166,0.560070825851552
"GENE_2454","Gene2454",-0.288261655182723,0.0845170088075111,0.560953598279941
"GENE_1165","Gene1165",-0.33902700030689,0.0848013887579556,0.561598601046063
"GENE_2852","Gene2852",-0.299062518616834,0.0855980408597641,0.565625820659234
"GENE_0345","Gene345",-0.281500716301316,0.0861437930526575,0.567710839524555
"GENE_2776","Gene2776",-0.264844035414903,0.0862920476077323,0.567710839524555
"GENE_0256","Gene256",-0.324943889057626,0.087537833459014,0.574399067242308
"GENE_1661","Gene1661",0.273647025746648,0.0876915909323257,0.574399067242308
"GENE_2217","Gene2217",0.262351939673543,0.0890650352280093,0.582124413254963
"GENE_0563","Gene563",-0.30423251650701,0.0896279590790224,0.582490603648736
"GENE_0951","Gene951",-0.193545509368088,0.0900918800310044,0.582490603648736
"GENE_0993","Gene993",0.2524325626888,0.0898858503000216,0.582490603648736
"GENE_1356","Gene1356",0.357855631899895,0.0899449674406279,0.582490603648736
"GENE_1672","Gene1672",-0.316535257272804,0.0894842919497943,0.582490603648736
"GENE_2076","Gene2076",0.252547958551899,0.0903350066316939,0.582806494398025
"GENE_1836","Gene1836",0.249412360693448,0.0907578047085887,0.584277712716236
"GENE_0841","Gene841",-0.231142734281949,0.0919998461918281,0.588485156877365
"GENE_1813","Gene1813",0.308209955286596,0.0919157437950591,0.588485156877365
"GENE_1960","Gene1960",-0.295199224027067,0.0919450146416008,0.588485156877365
"GENE_2312","Gene2312",0.38621859459947,0.0926572134302602,0.591429021895278
"GENE_0380","Gene380",0.313114770267342,0.0932339813740393,0.592330675909092
"GENE_0884","Gene884",-0.256105214118733,0.0940271077556149,0.592330675909092
"GENE_1033","Gene1033",0.252965914914387,0.0941805774695456,0.592330675909092
"GENE_1545","Gene1545",0.272330529556109,0.0940177250538097,0.592330675909092
"GENE_1848","Gene1848",0.237671858684982,0.0940988488556262,0.592330675909092
"GENE_2700","Gene2700",-0.284497077123829,0.0937379076980353,0.592330675909092
"GENE_2710","Gene2710",0.264357598575094,0.0938360798876017,0.592330675909092
"GENE_1787","Gene1787",0.315761738110647,0.0947069001218986,0.594394770639531
"GENE_1271","Gene1271",-0.317843406107514,0.095007741689195,0.594651388284364
"GENE_2377","Gene2377",0.310466554271591,0.0951442221254983,0.594651388284364
"GENE_1028","Gene1028",0.258391365726042,0.0955125229549639,0.595712201382311
"GENE_0659","Gene659",0.256914996372524,0.0959288252797316,0.596481635333659
"GENE_1143","Gene1143",-0.295577608540012,0.0960335432887191,0.596481635333659
"GENE_2439","Gene2439",-0.234980194246626,0.0963407284834453,0.597153275723834
"GENE_1682","Gene1682",-0.266072230326528,0.0969696107413966,0.598837681089258
"GENE_1998","Gene1998",0.317819642580211,0.0971142575524352,0.598837681089258
"GENE_2278","Gene2278",-0.235044752437351,0.0972113168968229,0.598837681089258
"GENE_0458","Gene458",0.176146766662955,0.0980017871150529,0.600284054232011
"GENE_0847","Gene847",0.263362783422966,0.0980542288148771,0.600284054232011
"GENE_1119","Gene1119",-0.250290771147798,0.0982464902093057,0.600284054232011
"GENE_2899","Gene2899",-0.289716539054567,0.0977832745394342,0.600284054232011
"GENE_1502","Gene1502",0.337494456909856,0.0991753981142618,0.602279745633169
"GENE_1519","Gene1519",-0.340974341023932,0.0990454321865306,0.602279745633169
"GENE_2991","Gene2991",0.29475876463461,0.099117996020674,0.602279745633169
"GENE_0373","Gene373",0.188030880752716,0.100927875824641,0.602621594745957
"GENE_0425","Gene425",-0.290586998823375,0.101344743877378,0.602621594745957
"GENE_0906","Gene906",-0.308800884423412,0.100057482420081,0.602621594745957
"GENE_1313","Gene1313",-0.285946517040438,0.101182486448968,0.602621594745957
"GENE_1364","Gene1364",-0.302661120188855,0.0994505693860412,0.602621594745957
"GENE_1389","Gene1389",0.243601907429951,0.101187098712454,0.602621594745957
"GENE_1409","Gene1409",0.265240091504141,0.100182288725107,0.602621594745957
"GENE_1674","Gene1674",-0.24006146786185,0.101635177094329,0.602621594745957
"GENE_1821","Gene1821",-0.281407855476132,0.100011174081443,0.602621594745957
"GENE_2071","Gene2071",-0.218566737086139,0.100772495788848,0.602621594745957
"GENE_2678","Gene2678",0.265709646012528,0.101090328771947,0.602621594745957
"GENE_2718","Gene2718",-0.212412967482617,0.101642175647151,0.602621594745957
"GENE_1785","Gene1785",0.348452546382301,0.101942065778592,0.603207489814155
"GENE_1972","Gene1972",0.261410884638067,0.103027390889446,0.608429473756574
"GENE_1966","Gene1966",0.212026482302915,0.103441120176976,0.609672614009681
"GENE_0529","Gene529",-0.284524253391631,0.104113763556757,0.610277393945571
"GENE_0662","Gene662",-0.276236211425906,0.103775838395156,0.610277393945571
"GENE_1317","Gene1317",0.296367219002403,0.104335646619655,0.610277393945571
"GENE_2461","Gene2461",-0.205276372882755,0.104357434364693,0.610277393945571
"GENE_1671","Gene1671",-0.311278397191905,0.104743376138861,0.611342662289072
"GENE_2958","Gene2958",-0.294682105139858,0.105207070403685,0.612856720798166
"GENE_1130","Gene1130",0.276610040962257,0.106336270286582,0.618234129573152
"GENE_0975","Gene975",0.35372909002481,0.106601608178962,0.618577997169993
"GENE_1102","Gene1102",-0.199905117060645,0.107035139710868,0.619894631530122
"GENE_2839","Gene2839",0.27415355416913,0.107917737779135,0.623801952480548
"GENE_0470","Gene470",-0.141800472071135,0.108433345223888,0.624531819892204
"GENE_0784","Gene784",-0.319295406198343,0.108460359387946,0.624531819892204
"GENE_2997","Gene2997",0.273338765963365,0.109023682155793,0.626572885952831
"GENE_0289","Gene289",0.272578377800029,0.109993278713641,0.628248547175877
"GENE_0739","Gene739",0.335493294551538,0.109705910673898,0.628248547175877
"GENE_2032","Gene2032",0.230119303936659,0.110019625842107,0.628248547175877
"GENE_2263","Gene2263",0.240180545928531,0.11015291193817,0.628248547175877
"GENE_1474","Gene1474",0.288659877920921,0.111107231254697,0.630336777529781
"GENE_1788","Gene1788",0.29357763659264,0.111149385104418,0.630336777529781
"GENE_2798","Gene2798",0.18981290076249,0.111073323065162,0.630336777529781
"GENE_0686","Gene686",0.267643722034386,0.112261392229535,0.63074761572894
"GENE_0691","Gene691",0.237306707067722,0.112004423943512,0.63074761572894
"GENE_1089","Gene1089",-0.286584576026711,0.112273075599751,0.63074761572894
"GENE_1215","Gene1215",-0.281390554563839,0.112102145599222,0.63074761572894
"GENE_2844","Gene2844",-0.323796794332871,0.111440368491273,0.63074761572894
"GENE_1636","Gene1636",-0.330353061610064,0.11270500891535,0.631990704198226
"GENE_0857","Gene857",-0.319671127164047,0.113935522429788,0.632975124609935
"GENE_1069","Gene1069",-0.298429030755409,0.113843073806761,0.632975124609935
"GENE_1269","Gene1269",-0.216944543367362,0.113418562122286,0.632975124609935
"GENE_1277","Gene1277",-0.301119971911895,0.113364829028892,0.632975124609935
"GENE_2397","Gene2397",0.29187839309339,0.113609314902916,0.632975124609935
"GENE_0528","Gene528",0.309264929497695,0.11431813409286,0.633354183968272
"GENE_1038","Gene1038",-0.272120217702915,0.114533803655802,0.633354183968272
"GENE_1348","Gene1348",-0.225875925230328,0.114679190609171,0.633354183968272
"GENE_2181","Gene2181",-0.379799633895225,0.11484822535958,0.633354183968272
"GENE_2546","Gene2546",-0.294583365218687,0.115398683978398,0.635222113642556
"GENE_2808","Gene2808",-0.235544634093326,0.116098918147258,0.637906143666253
"GENE_0768","Gene768",-0.202070817698962,0.117671596708724,0.644256038589847
"GENE_2468","Gene2468",0.257460263679135,0.117684103049079,0.644256038589847
"GENE_2400","Gene2400",-0.329832046791116,0.117982023571779,0.644710511321199
"GENE_0920","Gene920",-0.255415311701599,0.118689635568424,0.647398012191403
"GENE_0663","Gene663",-0.229487675611919,0.119590256401141,0.647522553230038
"GENE_0832","Gene832",-0.332124745477754,0.119791672347557,0.647522553230038
"GENE_2686","Gene2686",0.280881070256859,0.119165528443968,0.647522553230038
"GENE_2778","Gene2778",-0.304861047804674,0.119713829454905,0.647522553230038
"GENE_2789","Gene2789",-0.272176625302911,0.119070364666056,0.647522553230038
"GENE_1859","Gene1859",-0.303706222779434,0.120581192623773,0.648293492256634
"GENE_2026","Gene2026",0.277804900818278,0.120277629482225,0.648293492256634
"GENE_2645","Gene2645",0.242661865956593,0.120582589559734,0.648293492256634
"GENE_2456","Gene2456",0.276248539959857,0.12160699595768,0.652631463100252
"GENE_1273","Gene1273",0.328100553799655,0.123312769454462,0.659426574622793
"GENE_1924","Gene1924",0.245513830221674,0.123264662474085,0.659426574622793
"GENE_0282","Gene282",-0.265091732088171,0.124592665069039,0.663904076744434
"GENE_1241","Gene1241",0.29086415849908,0.124414801324195,0.663904076744434
"GENE_2754","Gene2754",-0.243810747654411,0.124818852604924,0.663930067047466
"GENE_1294","Gene1294",-0.235788184427031,0.125083375027667,0.66415951342124
"GENE_2176","Gene2176",0.291259225149162,0.125344123043816,0.664368143341779
"GENE_0230","Gene230",0.178274344078625,0.126422161012173,0.665487385203199
"GENE_0250","Gene250",-0.283018444747396,0.127940550460823,0.665487385203199
"GENE_0478","Gene478",-0.273033416539217,0.127180135218156,0.665487385203199
"GENE_0600","Gene600",-0.255169576079512,0.126044922780655,0.665487385203199
"GENE_0719","Gene719",0.269095417474445,0.127912144989085,0.665487385203199
"GENE_1091","Gene1091",0.246503021277844,0.126807203100008,0.665487385203199
